yyyymmdd,month,winter,year,doy,u850,v850,wd850,ws850,H850,u925,v925,wd925,ws925,H925,u950,v950,wd950,ws950,H950
1981-02-10,2,1980-1981winter,1981,41,-1.5514869004274525,-4.941584774995766,17.430486809988253,5.179418084173929,1552.0,-3.0006858710562443,-5.197340386223481,30.00000000000003,6.001371742112482,197.0,-3.0006858710562443,-5.197340386223481,30.00000000000003,6.001371742112482,197.0
1981-02-11,2,1980-1981winter,1981,42,-1.8552339448123076,-4.524795844364518,22.29436249112672,4.890365060316279,1541.0,-4.056000331591627,-4.623538961119434,41.25886334170332,6.150467560670551,286.0,-4.056000331591627,-4.623538961119434,41.25886334170332,6.150467560670551,286.0
1981-02-12,2,1980-1981winter,1981,43,0.369482621904484,2.556297033426244,188.22447228745807,2.58286119081015,1521.0,-2.4894231586811078,5.922049343404861,157.19981221575205,6.424009346872074,154.0,-2.4894231586811078,5.922049343404861,157.19981221575205,6.424009346872074,154.0
1981-02-13,2,1980-1981winter,1981,44,0.4559440333875574,6.029203951781696,184.32462406618856,6.046419209231339,1506.0,-0.3620427719257089,7.068970452599809,177.0681141858151,7.078235530726058,705.0,-1.2952153169601281,7.345531079566365,170.0,7.458847736625513,129.0
1981-02-14,2,1980-1981winter,1981,45,4.1926234322838525,6.216048555592364,213.99902273178924,7.4978230767615175,1506.0,4.076404584030823,5.509051878861368,216.4994666108253,6.853227483215005,174.0,4.076404584030823,5.509051878861368,216.4994666108253,6.853227483215005,174.0
1981-02-16,2,1980-1981winter,1981,47,-1.816613615803875,7.65184252715598,166.64473608047638,7.864526628444768,1512.0,-4.005578077209189,5.852027902939878,145.60926000566332,7.09160675089967,594.0,-4.199426706141219,4.51644531064852,137.08307606586783,6.167127605646822,124.0
1981-02-21,2,1980-1981winter,1981,52,0.17502584495188045,-3.1208547320279596,356.79006264257293,3.1257588366383016,1530.0,-3.8305299113837714,-5.15790645521211,36.59950255920711,6.4247146553543155,169.0,-3.8305299113837714,-5.15790645521211,36.59950255920711,6.4247146553543155,169.0
1981-02-22,2,1980-1981winter,1981,53,1.1485457096883709,7.834700788773811,188.33999887270983,7.918440105024256,1528.0,-2.0485343924113786,7.893442799405011,165.45135615836375,8.154933009189657,516.0,-2.0485343924113786,7.893442799405011,165.45135615836375,8.154933009189657,516.0
1981-02-23,2,1980-1981winter,1981,54,3.410422721806354,7.528714077835987,204.36999118979986,8.265138765152031,1524.0,1.295215316960129,7.345531079566365,190.0,7.458847736625513,133.0,1.295215316960129,7.345531079566365,190.0,7.458847736625513,133.0
1981-02-28,2,1980-1981winter,1981,59,-3.2697602295488313,4.390400451270846,143.32302211277323,5.474207529977145,1562.0,-7.265037201734959,3.2146046098733816,113.86824017949567,7.944460229645065,196.0,-7.265037201734959,3.2146046098733816,113.86824017949567,7.944460229645065,196.0
1981-03-03,3,1980-1981winter,1981,62,-0.39405578349741655,1.4512932126806666,164.80925991959543,1.5038390704063826,1573.0,-2.134293551789335,-0.49597809389393444,76.91751116596504,2.1911648123389065,181.0,-2.134293551789335,-0.49597809389393444,76.91751116596504,2.1911648123389065,181.0
1981-03-08,3,1980-1981winter,1981,67,-1.6467835819490666,2.648339657940506,148.12593369453145,3.118589281966677,1558.0,-4.236744823080641,1.8272226645853977,113.32956305530234,4.613973272774255,180.0,-4.236744823080641,1.8272226645853977,113.32956305530234,4.613973272774255,180.0
1981-03-10,3,1980-1981winter,1981,69,0.08420321091833512,-5.2558424827061225,359.0821498319825,5.256516944113033,1568.0,-2.927579862144633,-3.9074422925156234,36.84171639851411,4.882502341891352,217.0,-2.927579862144633,-3.9074422925156234,36.84171639851411,4.882502341891352,217.0
1981-03-11,3,1980-1981winter,1981,70,-3.2302797367952896,-0.42007603748032335,82.5906516865279,3.2574792486239135,1572.0,-5.038389041888004,1.513478679127708,106.71971101182783,5.260796693428788,319.0,-5.038389041888004,1.513478679127708,106.71971101182783,5.260796693428788,319.0
1981-03-12,3,1980-1981winter,1981,71,0.17388255905439598,8.44719113441964,181.17924761019293,8.448980601573249,1549.0,-1.8293389062010164,9.201739194285976,168.75599468011364,9.38181672350294,718.0,-3.25482132280086,8.942548088754787,160.0,9.516460905349794,168.0
1981-03-13,3,1980-1981winter,1981,72,1.4644213393477759,6.698835162361568,192.33134203467594,6.857034518771862,1560.0,0.5359511656386742,6.640353147157022,184.61441111544102,6.661946680281043,166.0,0.5359511656386742,6.640353147157022,184.61441111544102,6.661946680281043,166.0
1981-03-14,3,1980-1981winter,1981,73,1.1201599420466308,8.383604656177399,187.61039584044966,8.458107668198913,1554.0,0.4765344170337199,7.94175568692647,183.43383937737894,7.956039746095201,805.0,0.1525567997479508,7.540586778262647,181.15901702826227,7.542129840944054,368.0
1981-03-17,3,1980-1981winter,1981,76,1.0852093102022637,-2.6476290798648683,337.712273757308,2.8614015781598643,1520.0,-3.753363845310112,1.651286376866432,113.74701698623119,4.100547140773506,149.0,-3.753363845310112,1.651286376866432,113.74701698623119,4.100547140773506,149.0
1981-03-21,3,1980-1981winter,1981,80,8.23910757132832,-8.111325433264007,314.55223031987424,11.56185512174561,1492.0,6.323209639457681,-10.503054576141304,328.9505746869165,12.259573221525018,734.0,4.782180060915106,-11.369304343233956,337.1873046348035,12.334112346824659,117.0
1981-03-22,3,1980-1981winter,1981,81,-2.9380808367340245,-0.892582327905634,73.10133688250411,3.0706712971715397,1502.0,-4.0614075645954575,-0.37399251077071916,84.73878667227456,4.078590663926179,258.0,-4.0614075645954575,-0.37399251077071916,84.73878667227456,4.078590663926179,258.0
1981-03-23,3,1980-1981winter,1981,82,-1.8431430925731977,2.2892362790944905,141.16125950048712,2.9390099015183124,1518.0,-3.5465020514767494,2.9758685633636084,130.0,4.629629629629629,140.0,-3.5465020514767494,2.9758685633636084,130.0,4.629629629629629,140.0
1981-03-24,3,1980-1981winter,1981,83,1.1603695923178392,9.478460884790554,186.9795192567073,9.549223965081163,1518.0,-1.6525160940525776,9.371884480826054,170.0,9.516460905349794,118.0,-1.6525160940525776,9.371884480826054,170.0,9.516460905349794,118.0
1981-03-27,3,1980-1981winter,1981,86,-1.6738952405672372,1.8390795579311958,137.69213381549372,2.4867928938281234,1539.0,-6.146566563900588,-2.6188512399968813,66.92273005118923,6.681217130261064,171.0,-6.146566563900588,-2.6188512399968813,66.92273005118923,6.681217130261064,171.0
1981-03-28,3,1980-1981winter,1981,87,-0.08272320862080784,3.245903490065345,178.54010909980127,3.246957436749504,1544.0,-2.812102146507326,3.851470283963861,143.86542396474636,4.76883023713864,307.0,-2.812102146507326,3.851470283963861,143.86542396474636,4.76883023713864,307.0
1981-03-29,3,1980-1981winter,1981,88,-0.6066629136603889,4.8836527659368905,172.91881116586734,4.9211893104262865,1541.0,-0.6656868443994877,4.541990293953365,171.66193394259108,4.590513566603755,151.0,-0.6656868443994877,4.541990293953365,171.66193394259108,4.590513566603755,151.0
1981-04-01,4,1980-1981winter,1981,91,-2.3088760510519735,5.649232014830574,157.76986191941268,6.102846137377876,1547.0,-3.5050365873793425,3.758651470985183,136.99969516436516,5.13933287102586,146.0,-3.5050365873793425,3.758651470985183,136.99969516436516,5.13933287102586,146.0
1981-04-03,4,1980-1981winter,1981,93,-3.02743805409188,4.29671694459208,144.83173128877343,5.256154266505915,1539.0,-5.236858420545004,3.65001977163338,124.87597742181953,6.383363568695403,508.0,-5.236858420545004,3.65001977163338,124.87597742181953,6.383363568695403,508.0
1981-04-04,4,1980-1981winter,1981,94,2.8812005558498104,7.348925541512475,201.40802952588237,7.893543137129466,1514.0,0.8499541765171721,6.885802585545838,187.03675310218097,6.938061642079056,113.0,0.8499541765171721,6.885802585545838,187.03675310218097,6.938061642079056,113.0
1981-04-05,4,1980-1981winter,1981,95,5.489156746504006,7.0283567545751096,217.98988769463486,8.917883182531154,1504.0,2.550580160588938,5.0453992409435715,206.81778103576966,5.653451393273304,96.0,2.550580160588938,5.0453992409435715,206.81778103576966,5.653451393273304,96.0
1981-04-08,4,1980-1981winter,1981,98,2.137754706301056,3.78863101962219,209.4340897115618,4.350140249136318,1542.0,-3.2582319247405884,4.301498076013041,142.85736504552773,5.396198752209063,135.0,-3.2582319247405884,4.301498076013041,142.85736504552773,5.396198752209063,135.0
1981-04-09,4,1980-1981winter,1981,99,2.4565523160307072,5.679689429852739,203.38921868837582,6.188175926795937,1536.0,0.3138324070131725,6.159137287367397,182.91692393413217,6.167127605646821,131.0,0.3138324070131725,6.159137287367397,182.91692393413217,6.167127605646821,131.0
1981-04-10,4,1980-1981winter,1981,100,-3.770192002102758,-2.6587159881783777,54.80874710055295,4.6133630291269005,1519.0,-4.722872584392151,-3.5532815319170528,53.04380709579178,5.910273690233456,118.0,-4.722872584392151,-3.5532815319170528,53.04380709579178,5.910273690233456,118.0
1981-04-11,4,1980-1981winter,1981,101,2.206389574649052,2.928214266980105,216.997776662945,3.6664142903477037,1522.0,0.7146015541848989,4.052706802519374,190.0,4.11522633744856,115.0,0.7146015541848989,4.052706802519374,190.0,4.11522633744856,115.0
1981-04-12,4,1980-1981winter,1981,102,3.066850832686645,3.9763665757663786,217.64191155097603,5.021659603639299,1519.0,2.0876267517706735,5.019499271251999,202.58259152113044,5.436318459105198,626.0,1.5905375080147297,5.156466950242283,197.14263495447227,5.396198752209064,114.0
1981-04-14,4,1980-1981winter,1981,104,-7.323968551801936,1.1213802648286983,98.70501129701466,7.409319067642521,1550.0,-9.765291402402582,0.12343157395541127,90.72417005959738,9.76607144799212,608.0,-9.878472831140975,-1.7418412883256913,80.0,10.030864197530864,155.0
1981-04-15,4,1980-1981winter,1981,105,0.5641308942180925,7.340391951768449,184.3947119120736,7.3620376032317525,1539.0,-1.0088204490127073,6.577829475901145,171.28067136865667,6.654739612665558,676.0,-1.3785875535248444,6.011069726895329,167.08307606586783,6.167127605646822,136.0
1981-04-17,4,1980-1981winter,1981,107,-3.6500421066342548,-0.46921073582513845,82.67483476132685,3.6800769142528256,1543.0,-3.5638905505532454,-2.0576131687242802,60.0,4.11522633744856,151.0,-3.5638905505532454,-2.0576131687242802,60.0,4.11522633744856,151.0
1981-04-18,4,1980-1981winter,1981,108,-3.737465259904184,6.7462561369132175,151.01329139821758,7.712367887609479,1536.0,-5.136358643555071,5.009551201752153,134.28393283033802,7.174801973448419,141.0,-5.136358643555071,5.009551201752153,134.28393283033802,7.174801973448419,141.0
1981-04-21,4,1980-1981winter,1981,111,-0.9383946449573645,-2.7585291876093003,18.787243512294765,2.913772089333187,1504.0,-2.6452165007676522,-3.1524462679793332,40.0,4.11522633744856,136.0,-2.6452165007676522,-3.1524462679793332,40.0,4.11522633744856,136.0
1981-04-23,4,1980-1981winter,1981,113,-4.140565294929728,0.6189212725170467,98.50148405122059,4.186567150202015,1536.0,-4.891655257472465,3.288345804315549,123.91040719927929,5.894192844378073,150.0,-4.891655257472465,3.288345804315549,123.91040719927929,5.894192844378073,150.0
1981-04-24,4,1980-1981winter,1981,114,1.2576092475923493,6.146067864049894,191.56423787818602,6.273414637112441,1531.0,-1.0719023312773477,6.079060203779063,170.0,6.17283950617284,133.0,-1.0719023312773477,6.079060203779063,170.0,6.17283950617284,133.0
1981-04-26,4,1980-1981winter,1981,116,-0.707850835708777,-2.533732606731809,15.608809916333342,2.6307515519390234,1543.0,-5.789212944473525,-1.9864975877526074,71.06096961967125,6.120552195889416,266.0,-5.789212944473525,-1.9864975877526074,71.06096961967125,6.120552195889416,266.0
1981-04-27,4,1980-1981winter,1981,117,0.18112991541416812,2.6208765835868286,183.9534499011566,2.62712811119894,1538.0,-0.828602798056831,2.4339955629031875,161.19993418567663,2.571170355534618,224.0,-0.828602798056831,2.4339955629031875,161.19993418567663,2.571170355534618,224.0
1981-04-28,4,1980-1981winter,1981,118,0.9927761266039135,0.5588877052238026,240.62247208963183,1.1392804328193291,1528.0,1.8432180416455581,1.5891750579243464,229.23293573043892,2.433707072302773,659.0,1.478818832015662,2.3837625868865198,211.81429342376674,2.8052146457203735,131.0
1981-04-29,4,1980-1981winter,1981,119,0.6159516242097659,5.926867324163421,185.93318339459483,5.958787853381149,1515.0,0.009052742148808232,5.776857172370802,180.089786449291,5.776864265508788,549.0,0.009052742148808232,5.776857172370802,180.089786449291,5.776864265508788,549.0
1981-10-01,10,1981-1982winter,1981,274,-0.16078534969160269,-8.319266437974267,1.107210022808374,8.320820031383956,1474.0,-0.40196337422900524,-4.851664037322498,4.736173908026785,4.868287017552479,67.0,-0.40196337422900524,-4.851664037322498,4.736173908026785,4.868287017552479,67.0
1981-10-02,10,1981-1982winter,1981,275,-1.1711699152309034,-3.118729543647812,20.582557385288965,3.331383036632632,1510.0,-1.5464529467213055,-2.0522350921321655,36.999695164365164,2.56966643551293,104.0,-1.5464529467213055,-2.0522350921321655,36.999695164365164,2.56966643551293,104.0
1981-10-05,10,1981-1982winter,1981,278,-1.7295211623234634,3.1544285199681315,151.26476750273264,3.5974522565995284,1538.0,-3.1275611365729308,3.032455555220741,134.11547065757543,4.356308684814529,130.0,-3.1275611365729308,3.032455555220741,134.11547065757543,4.356308684814529,130.0
1981-10-06,10,1981-1982winter,1981,279,-2.023465647741737,-1.533986578217032,52.834283086820705,2.539198308470783,1539.0,-4.093143047440512,0.01870795220923401,90.261871923039,4.093185800117857,772.0,-4.659591525196467,1.4574001391348328,107.36833771815884,4.8821929854557125,129.0
1981-10-07,10,1981-1982winter,1981,280,-2.216896496661887,-0.13488464624679197,86.51819316319029,2.2209961604435224,1538.0,-2.5838719467758384,0.5013044433206691,100.97971304849301,2.6320525036990063,734.0,-2.594214248957872,0.7728892435334808,106.59027133968266,2.7068995829667957,549.0
1981-10-08,10,1981-1982winter,1981,281,1.3571348587222642,3.9258176611072924,199.07000294847575,4.153776514573338,1538.0,0.447308386826864,3.5695483803516486,187.1426349544723,3.5974658348060413,123.0,0.447308386826864,3.5695483803516486,187.1426349544723,3.5974658348060413,123.0
1981-10-11,10,1981-1982winter,1981,284,-6.912124917745633,-0.9900557809617726,81.84870189295196,6.982670071536812,1542.0,-6.897414573447031,-1.941382096055219,74.27993717969079,7.1654233818305,623.0,-6.5256431999021425,-2.3751398842060327,70.0,6.944444444444445,137.0
1981-10-12,10,1981-1982winter,1981,285,-5.84434368689865,2.7149678710307676,114.91704741739608,6.444175949748847,1552.0,-6.579998061978468,2.407496974154625,110.09661820214956,7.006598045856782,676.0,-6.633598778104446,2.032748533493491,107.03675310218097,6.938061642079057,143.0
1981-10-17,10,1981-1982winter,1981,290,-2.58179172097434,-4.66082685923345,28.983571081721777,5.328128705487846,1523.0,-4.984469127338735,-3.174801075488215,57.50536380455031,5.909678024250907,778.0,-5.558881244361085,-2.0232673087681023,70.0,5.915637860082306,117.0
1981-10-26,10,1981-1982winter,1981,299,-4.6597209746658645,-4.990612370186864,43.03620711663166,6.827826256664938,1584.0,-3.8863290253399647,-4.437814684541631,41.2096170976445,5.89896198220782,208.0,-3.8863290253399647,-4.437814684541631,41.2096170976445,5.89896198220782,208.0
1981-10-27,10,1981-1982winter,1981,300,-7.297499168178365,-1.7342980342300407,76.63129441238584,7.500752214351445,1572.0,-6.715579296227077,-1.7435778699902673,75.44554663508046,6.938232417023341,820.0,-5.411651886402836,-1.635706733035144,73.18221896423034,5.653451393273305,185.0
1981-10-28,10,1981-1982winter,1981,301,-4.907821202668061,1.0808533669823825,102.4200310415593,5.0254306241630005,1564.0,-5.269969908298969,1.9209774809756552,110.027503004685,5.609165474185284,680.0,-5.127717460718952,2.3416259567664675,114.5443067745299,5.6370824438147515,172.0
1981-10-30,10,1981-1982winter,1981,303,-5.623494592045426,4.280246891857897,127.27608651418467,7.067121399977741,1540.0,-6.758351601948685,4.6592070142396835,124.58237629588876,8.20874694317608,531.0,-6.758351601948685,4.6592070142396835,124.58237629588876,8.20874694317608,531.0
1981-11-03,11,1981-1982winter,1981,307,-5.814252856351254,-5.5395033991115925,46.3862295665993,8.030668352407389,1537.0,-4.583793557804006,-4.8374084414098455,43.4579935838658,6.664209166104313,159.0,-4.583793557804006,-4.8374084414098455,43.4579935838658,6.664209166104313,159.0
1981-11-04,11,1981-1982winter,1981,308,-6.263913640669576,1.9335239110821163,107.15423591437826,6.555541839733209,1548.0,-7.411958085428626,0.5359511656386744,94.13580154532258,7.431309865165106,155.0,-7.411958085428626,0.5359511656386744,94.13580154532258,7.431309865165106,155.0
1981-11-09,11,1981-1982winter,1981,313,-4.515129642561516,-5.616086859703806,38.79801632828867,7.20602715127243,1555.0,-4.924826549852591,-4.46136475981727,47.82679678378034,6.645125436458848,188.0,-4.924826549852591,-4.46136475981727,47.82679678378034,6.645125436458848,188.0
1981-11-12,11,1981-1982winter,1981,316,-4.248372236030813,-2.9793442171084994,54.95837539076905,5.18894581007504,1554.0,-3.7996654771837797,-3.1028740554436385,50.764316243465544,4.905638097378107,250.0,-3.7996654771837797,-3.1028740554436385,50.764316243465544,4.905638097378107,250.0
1981-11-14,11,1981-1982winter,1981,318,-4.742899485258928,-3.459484294759288,53.89288294881442,5.870530394517651,1566.0,-5.036996881051237,-1.960060783151068,68.73735546167512,5.404921447474206,740.0,-4.437091089842765,-1.1396796520928567,75.59481165027034,4.5811185368812,179.0
1981-11-15,11,1981-1982winter,1981,319,-0.8583059161340726,2.950488314207156,163.7801278070392,3.072795199479414,1558.0,-4.0038958625030885,3.465779067463682,130.8795195079092,5.2955459229657125,510.0,-4.0038958625030885,3.465779067463682,130.8795195079092,5.2955459229657125,510.0
1981-11-22,11,1981-1982winter,1981,326,-5.223949485121901,-3.683364040800236,54.81264936294252,6.391933892036558,1543.0,-5.997387380882787,-2.6167033508170268,66.42800974872091,6.543377707464942,733.0,-5.942412829738539,-1.9410596551221662,71.91063046323427,6.25139846944539,588.0
1981-12-04,12,1981-1982winter,1981,338,-5.270139434843935,-4.757799118483348,47.92477219009777,7.100071979532185,1558.0,-6.150217800333918,-1.8568122457745244,73.20040968110499,6.424401194477382,198.0,-6.150217800333918,-1.8568122457745244,73.20040968110499,6.424401194477382,198.0
1981-12-08,12,1981-1982winter,1981,342,-1.7475273959920408,-6.02491387504217,16.174811412713325,6.273231958202915,1549.0,-3.1732398642287385,-4.886340808099386,33.00010755121835,5.826300518238635,201.0,-3.1732398642287385,-4.886340808099386,33.00010755121835,5.826300518238635,201.0
1981-12-17,12,1981-1982winter,1981,351,-8.445807026147907,-3.1685630666081765,69.43571529061072,9.02061240881143,1579.0,-6.412940283243795,-3.2624769674876255,63.036038879589285,7.195106603785539,219.0,-6.412940283243795,-3.2624769674876255,63.036038879589285,7.195106603785539,219.0
1981-12-21,12,1981-1982winter,1981,355,-2.4593029836474294,-4.796612507713705,27.144968657970196,5.3903304828676974,1565.0,-2.4094857441622124,-4.530652506094302,28.004880711491296,5.131513780776538,347.0,-2.4094857441622124,-4.530652506094302,28.004880711491296,5.131513780776538,347.0
1981-12-22,12,1981-1982winter,1981,356,-2.670929047851457,1.7195922606029246,122.77416471232527,3.1766113267729446,1559.0,-2.8530759268557717,-1.4562495536480968,62.95960275727205,3.203233523629553,204.0,-2.8530759268557717,-1.4562495536480968,62.95960275727205,3.203233523629553,204.0
1981-12-25,12,1981-1982winter,1981,359,-3.763459241777165,-3.349971109991307,48.32673474895131,5.038445385463094,1547.0,-4.681550847150926,-4.0220284480081006,49.33336342205956,6.1720038213732495,708.0,-4.728669401968999,-3.9678247511514773,50.0,6.172839506172839,184.0
1982-01-02,1,1981-1982winter,1982,2,,,,,,,,,,,,,,,
1982-01-03,1,1981-1982winter,1982,3,-10.370787144079896,-2.6590578433069414,75.61921891281008,10.706251192731516,1530.0,-9.262376639476443,-6.923435804826381,53.22264258737664,11.563977877662637,151.0,-9.262376639476443,-6.923435804826381,53.22264258737664,11.563977877662637,151.0
